# hega-rs ver.0.2.9 particle compilation : Particles([-2212]); total-items=554
#	 sourceUrQmdF19 in Lab: false
id;	mass;	charge;	p;	beta;
-2212;	0.938;	-1;	2.125453592479732;	0.9148701257546381;
-2212;	0.938;	-1;	1.836784774501629;	0.8905920382783806;
-2212;	0.938;	-1;	1.290613689848686;	0.808923317162629;
-2212;	0.938;	-1;	3.842956406469732;	0.9714799627534522;
-2212;	0.938;	-1;	3.384026882424051;	0.9636651839878674;
-2212;	0.938;	-1;	2.546648315619571;	0.9383716635190568;
-2212;	0.938;	-1;	2.3383070072864682;	0.928109818135185;
-2212;	0.938;	-1;	4.225855880304486;	0.9762398211839854;
-2212;	0.938;	-1;	4.56265472391633;	0.9795150967883817;
-2212;	0.938;	-1;	4.9809292884607395;	0.9827262247547831;
-2212;	0.938;	-1;	0.9501450795306158;	0.7116403689925322;
-2212;	0.938;	-1;	1.198762268237118;	0.787556581867325;
-2212;	0.938;	-1;	2.126609935843666;	0.9149512068071031;
-2212;	0.938;	-1;	4.757093787834947;	0.9811092769084773;
-2212;	0.938;	-1;	2.242746872344046;	0.9225617153960507;
-2212;	0.938;	-1;	3.2652558618135887;	0.9611287698344706;
-2212;	0.938;	-1;	6.08377021356116;	0.9883219521982577;
-2212;	0.938;	-1;	1.3521915846229038;	0.8216607913245023;
-2212;	0.938;	-1;	3.186109328996945;	0.9592913796241487;
-2212;	0.938;	-1;	3.044030848069875;	0.9556575810314968;
-2212;	0.938;	-1;	3.1376701577539983;	0.9581032675997643;
-2212;	0.938;	-1;	4.636206065109404;	0.9801408297785544;
-2212;	0.938;	-1;	1.6265498438169672;	0.8662764332893174;
-2212;	0.938;	-1;	6.207762424685404;	0.9887760557588997;
-2212;	0.938;	-1;	3.706492053321712;	0.9694383007058066;
-2212;	0.938;	-1;	1.562348635602502;	0.8573498561461544;
-2212;	0.938;	-1;	0.7356159666925398;	0.6171034172643581;
-2212;	0.938;	-1;	4.920357702092383;	0.9823096014451482;
-2212;	0.938;	-1;	2.2085447063743127;	0.9204256313704438;
-2212;	0.938;	-1;	2.334080091941148;	0.9278767204603278;
-2212;	0.938;	-1;	0.5204335832586517;	0.4851602139783509;
-2212;	0.938;	-1;	4.609784521410193;	0.9799193577782767;
-2212;	0.938;	-1;	0.538102255892874;	0.4976037359905094;
-2212;	0.938;	-1;	4.325018128466982;	0.9772804380252339;
-2212;	0.938;	-1;	6.062669608927573;	0.988241952422708;
-2212;	0.938;	-1;	2.3879702491658055;	0.9307688923099479;
-2212;	0.938;	-1;	1.9663318492782444;	0.9025660530196907;
-2212;	0.938;	-1;	1.614871649505929;	0.8647116016672755;
-2212;	0.938;	-1;	5.8924589834418875;	0.987565652200193;
-2212;	0.938;	-1;	2.3361744604438255;	0.9279923527944945;
-2212;	0.938;	-1;	1.8839666982815806;	0.895182998377943;
-2212;	0.938;	-1;	6.816179302247373;	0.9906636264737996;
-2212;	0.938;	-1;	4.445095494036208;	0.9784524777553357;
-2212;	0.938;	-1;	2.354452449577396;	0.9289902317178652;
-2212;	0.938;	-1;	5.626067556385188;	0.9863847654432032;
-2212;	0.938;	-1;	0.7726415030883922;	0.6357910545701082;
-2212;	0.938;	-1;	2.1761967837881757;	0.9183265183930044;
-2212;	0.938;	-1;	1.1812653203400159;	0.7831313930306834;
-2212;	0.938;	-1;	1.952154522137528;	0.9013490147101966;
-2212;	0.938;	-1;	1.2359261223596658;	0.7965668481211367;
-2212;	0.938;	-1;	2.308464430931471;	0.9264405002658163;
-2212;	0.938;	-1;	1.7798713375410031;	0.8846670226340922;
-2212;	0.938;	-1;	1.792058073264282;	0.8859731485422792;
-2212;	0.938;	-1;	3.582364100109994;	0.9673879879522743;
-2212;	0.938;	-1;	0.44454554137503166;	0.42826711289926556;
-2212;	0.938;	-1;	1.243303935546735;	0.7982949074510988;
-2212;	0.938;	-1;	2.537663869177516;	0.9379743422369327;
-2212;	0.938;	-1;	0.9112836602463582;	0.6968185961137903;
-2212;	0.938;	-1;	2.2106930755645386;	0.9205622863614582;
-2212;	0.938;	-1;	1.7285328412468766;	0.8789272746333836;
-2212;	0.938;	-1;	1.9608170796616904;	0.9020951953280987;
-2212;	0.938;	-1;	0.6738699602069008;	0.5834547503316998;
-2212;	0.938;	-1;	0.5042209745151425;	0.4734766075496678;
-2212;	0.938;	-1;	6.280903383973997;	0.9890316789118664;
-2212;	0.938;	-1;	4.031584105001904;	0.9739855132579057;
-2212;	0.938;	-1;	0.6930627315423907;	0.5942570757930851;
-2212;	0.938;	-1;	0.9112836602463582;	0.6968185961137903;
-2212;	0.938;	-1;	6.315963173695838;	0.9891511419074345;
-2212;	0.938;	-1;	0.316265919702076;	0.31949831998762446;
-2212;	0.938;	-1;	2.9146200313140302;	0.9519183321175145;
-2212;	0.938;	-1;	1.1241993348316837;	0.7678290636187916;
-2212;	0.938;	-1;	0.6556466490122557;	0.572903125747135;
-2212;	0.938;	-1;	6.943910270858391;	0.9909993658813792;
-2212;	0.938;	-1;	0.9231399849264466;	0.7014386267745913;
