# hega-rs ver.0.2.9 statistics: 
#UrQmdF19 in Lab: false
FinEnergy;	ECharge;	BCharge;	LCharge;	FinCnt;	FinChargedCnt;	PseudorapidityFilterCnt(-0.5, 0.5);	PseudorapidityFilterCnt(-1.0, 1.0);	PseudorapidityFilterCnt(-1.5, 1.5);	PseudorapidityFilterCnt(3.5, 5.8);	PseudorapidityFilterCnt(-5.8, -3.5);	PseudorapidityFilterCnt(4.4, 5.8);	PseudorapidityFilterCnt(-5.8, -4.4)
6943.723222034619;	172;	408;	0;	1485;	862;	45;	98;	181;	140;	0;	55;	0
6893.944286286245;	172;	407;	0;	1356;	787;	32;	88;	167;	159;	0;	50;	0
6927.419087673016;	171;	408;	0;	1594;	947;	31;	85;	171;	154;	0;	40;	0
6913.597738538449;	172;	405;	0;	1212;	669;	36;	83;	154;	108;	0;	41;	0
6893.370849588788;	172;	407;	0;	1281;	733;	39;	75;	157;	117;	0;	41;	0
6958.997321122676;	170;	406;	0;	1288;	789;	49;	99;	174;	138;	0;	48;	0
6888.520054549934;	172;	404;	0;	1276;	714;	39;	82;	157;	129;	0;	36;	0
6973.5141425055;	172;	407;	0;	1171;	677;	32;	88;	157;	106;	0;	40;	0
6943.265612526085;	172;	407;	0;	1206;	679;	34;	101;	187;	112;	0;	39;	0
6932.148199106367;	171;	407;	0;	1244;	736;	47;	106;	181;	135;	0;	39;	0
6925.952006373527;	171;	406;	0;	1201;	671;	47;	95;	167;	116;	0;	33;	0
6959.039509115545;	172;	406;	0;	1416;	838;	45;	100;	171;	148;	0;	43;	0
6878.1874435948375;	172;	406;	0;	1467;	842;	36;	77;	176;	153;	0;	47;	0
6913.107084877289;	172;	407;	0;	1508;	891;	37;	91;	166;	167;	0;	47;	0
6913.948118726389;	172;	408;	0;	1561;	938;	41;	100;	184;	169;	0;	49;	0
6897.436455930946;	172;	407;	0;	1479;	869;	49;	104;	203;	115;	0;	40;	0
6922.4679661580885;	172;	406;	0;	1214;	702;	30;	81;	148;	138;	0;	47;	0
6913.983376412838;	170;	405;	0;	1282;	750;	41;	113;	185;	134;	0;	36;	0
6974.834156354063;	172;	407;	0;	1595;	949;	28;	97;	199;	201;	0;	48;	0
6902.212330385389;	172;	407;	0;	1452;	837;	42;	91;	176;	146;	0;	28;	0
6924.246652801918;	170;	407;	0;	1538;	948;	40;	101;	189;	171;	0;	41;	0
6944.862923272134;	170;	407;	0;	1298;	770;	38;	93;	170;	159;	0;	49;	0
6953.778573984828;	168;	406;	0;	1230;	666;	33;	83;	138;	132;	1;	41;	0
6947.302761902412;	172;	408;	0;	1479;	866;	40;	94;	191;	159;	0;	50;	0
7045.392045655104;	172;	407;	0;	1532;	883;	37;	101;	177;	159;	0;	45;	0
6978.313446867007;	172;	407;	0;	1430;	835;	32;	79;	165;	158;	0;	50;	0
7008.151146181563;	171;	407;	0;	1204;	660;	32;	74;	117;	137;	0;	55;	0
6911.944876814753;	172;	406;	0;	1402;	812;	36;	94;	171;	148;	0;	52;	0
6931.8629849319;	171;	405;	0;	1281;	742;	40;	97;	170;	128;	0;	46;	0
6987.376714180494;	172;	408;	0;	1625;	954;	43;	109;	209;	158;	0;	48;	0
6922.78451650119;	172;	407;	0;	1621;	943;	35;	98;	186;	165;	0;	36;	0
6958.979833604603;	168;	405;	0;	1346;	773;	33;	71;	137;	132;	1;	29;	1
6902.848405768129;	172;	408;	0;	1359;	762;	37;	75;	137;	155;	0;	40;	0
7007.634683395496;	169;	406;	0;	1313;	720;	43;	85;	155;	140;	0;	52;	0
6919.572708238425;	170;	406;	0;	1222;	697;	40;	96;	176;	136;	0;	34;	0
6936.730096647604;	172;	408;	0;	1603;	936;	38;	90;	183;	169;	0;	43;	0
6990.137298577494;	171;	408;	0;	1310;	773;	40;	88;	164;	181;	0;	59;	0
6964.437832154214;	172;	408;	0;	1572;	886;	35;	102;	187;	148;	0;	40;	0
6896.58110700062;	172;	407;	0;	1550;	903;	43;	96;	184;	154;	0;	42;	0
6908.988220600529;	171;	408;	0;	1477;	897;	42;	90;	167;	173;	0;	40;	0
6874.736789137525;	171;	408;	0;	1566;	903;	36;	89;	190;	142;	0;	35;	0
6871.927308440341;	172;	407;	0;	1609;	965;	33;	106;	193;	177;	0;	43;	0
6877.851380054825;	172;	407;	0;	1470;	833;	33;	72;	159;	167;	0;	60;	0
6951.287909769888;	172;	408;	0;	1193;	706;	33;	81;	161;	126;	0;	48;	0
6887.297656789078;	170;	403;	0;	1166;	648;	35;	94;	147;	125;	0;	39;	0
6903.450692838789;	172;	407;	0;	1296;	739;	48;	106;	189;	124;	0;	37;	0
6943.335420771599;	168;	405;	0;	1293;	761;	37;	85;	147;	156;	0;	48;	0
6884.466708220243;	172;	406;	0;	1169;	682;	60;	114;	183;	125;	0;	42;	0
7001.1722849605685;	168;	405;	0;	1369;	797;	38;	93;	173;	141;	0;	36;	0
6955.6368532063925;	172;	408;	0;	1398;	800;	35;	75;	145;	149;	0;	39;	0
6940.153744142599;	172;	406;	0;	1189;	678;	34;	79;	152;	144;	0;	52;	0
6917.5144204966455;	172;	408;	0;	1398;	806;	36;	80;	158;	143;	0;	46;	0
6916.710933167984;	171;	408;	0;	1666;	985;	38;	105;	214;	155;	0;	54;	0
6972.184828656055;	170;	406;	0;	1226;	705;	37;	81;	171;	127;	0;	33;	0
6917.142066948449;	170;	407;	0;	1375;	806;	44;	97;	175;	165;	0;	42;	0
6925.281395737077;	172;	407;	0;	1128;	635;	40;	88;	149;	118;	0;	39;	0
6964.943879194755;	172;	406;	0;	1157;	642;	44;	89;	161;	109;	0;	38;	0
6925.168287749302;	172;	408;	0;	1477;	886;	44;	104;	189;	146;	0;	45;	0
6911.321715782106;	172;	408;	0;	1630;	974;	47;	107;	203;	159;	0;	35;	0
6896.661999017021;	172;	408;	0;	1497;	896;	41;	105;	189;	137;	0;	38;	0
6944.575964639513;	172;	407;	0;	1511;	901;	40;	94;	173;	179;	0;	51;	0
6886.450980130363;	172;	405;	0;	1325;	773;	32;	98;	177;	142;	0;	45;	0
6881.247502841543;	170;	407;	0;	1337;	774;	37;	87;	165;	148;	0;	36;	0
6870.9853386233;	171;	408;	0;	1464;	891;	40;	105;	198;	168;	0;	42;	0
6958.199299637394;	172;	408;	0;	1451;	854;	38;	95;	178;	172;	0;	50;	0
6957.501322345214;	172;	406;	0;	1163;	662;	38;	96;	175;	125;	0;	44;	0
6890.987312609678;	170;	407;	0;	1479;	850;	40;	96;	193;	164;	0;	46;	0
7007.010699766471;	171;	408;	0;	1205;	697;	47;	96;	166;	134;	0;	44;	0
6896.437921417633;	171;	408;	0;	1686;	973;	35;	104;	182;	164;	0;	49;	0
6947.72104624652;	172;	408;	0;	1379;	826;	38;	100;	176;	155;	0;	39;	0
6917.929396348914;	171;	407;	0;	1319;	766;	31;	84;	169;	133;	0;	50;	0
7014.466478058337;	172;	407;	0;	1441;	829;	36;	87;	170;	131;	0;	32;	0
6970.328822087997;	172;	408;	0;	1506;	872;	39;	93;	172;	168;	0;	49;	0
6952.272359038351;	172;	407;	0;	1400;	787;	39;	87;	166;	148;	0;	38;	0
6891.225852253652;	172;	407;	0;	1278;	729;	38;	85;	159;	139;	0;	36;	0
6921.503587445786;	172;	407;	0;	1288;	709;	31;	86;	148;	122;	0;	40;	0
6955.276536529109;	172;	408;	0;	1384;	806;	29;	93;	165;	146;	0;	34;	0
6915.697828257215;	172;	408;	0;	1492;	884;	38;	88;	171;	151;	0;	46;	0
6953.028558400401;	172;	406;	0;	1303;	740;	42;	95;	152;	139;	0;	50;	0
6929.396987180765;	171;	408;	0;	1254;	681;	43;	91;	156;	129;	0;	47;	0
6893.0107943105995;	172;	406;	0;	1096;	616;	41;	91;	159;	138;	0;	46;	0
6885.38952726867;	172;	408;	0;	1424;	770;	33;	80;	150;	139;	0;	46;	0
6927.9283661224135;	172;	408;	0;	1436;	828;	50;	95;	190;	154;	0;	42;	0
6900.650794849074;	172;	406;	0;	1378;	802;	41;	91;	174;	141;	0;	39;	0
6923.272040808432;	172;	405;	0;	1424;	857;	40;	93;	180;	152;	0;	36;	0
6957.198526187468;	172;	406;	0;	1383;	784;	47;	98;	160;	140;	0;	40;	0
6894.59196757097;	172;	408;	0;	1476;	888;	42;	101;	190;	153;	0;	34;	0
6930.749281138991;	170;	406;	0;	1455;	853;	35;	96;	173;	135;	0;	37;	0
6926.441091676148;	170;	405;	0;	1417;	826;	38;	82;	173;	139;	0;	40;	0
6906.279633171448;	172;	407;	0;	1495;	861;	37;	108;	189;	166;	0;	51;	0
6961.094188365518;	170;	405;	0;	1298;	758;	35;	81;	160;	120;	0;	41;	0
6925.518915650131;	172;	408;	0;	1631;	972;	38;	96;	186;	161;	0;	36;	0
6965.143532633807;	172;	405;	0;	1378;	799;	43;	104;	185;	151;	0;	55;	0
6883.501040679231;	172;	408;	0;	1561;	898;	27;	89;	182;	143;	0;	47;	0
6902.2491485935625;	172;	406;	0;	1136;	650;	45;	96;	160;	121;	0;	42;	0
6960.674844839875;	172;	405;	0;	1238;	691;	31;	72;	136;	123;	0;	42;	0
6955.866998937179;	172;	408;	0;	1321;	766;	44;	95;	164;	141;	0;	43;	0
6917.1246274133755;	172;	408;	0;	1401;	794;	45;	102;	182;	158;	0;	46;	0
6961.764817760368;	171;	407;	0;	1523;	906;	32;	87;	184;	185;	0;	51;	0
6921.555145051406;	172;	408;	0;	1572;	938;	48;	106;	193;	152;	0;	48;	0
6951.013059300102;	172;	407;	0;	1321;	777;	32;	87;	169;	147;	0;	50;	0
6909.683370925088;	170;	407;	0;	1623;	990;	33;	91;	183;	166;	0;	36;	0
6904.2749785702845;	172;	408;	0;	1606;	900;	25;	79;	157;	175;	0;	37;	0
6883.759841147687;	170;	405;	0;	1177;	678;	33;	80;	146;	136;	0;	45;	0
6945.00075570172;	172;	407;	0;	1388;	821;	40;	105;	190;	123;	0;	40;	0
6918.4605489701;	172;	407;	0;	1270;	731;	43;	99;	172;	127;	0;	44;	0
6952.662139280102;	172;	407;	0;	1389;	821;	39;	97;	175;	149;	0;	34;	0
6896.422928802397;	172;	405;	0;	1415;	817;	40;	95;	176;	149;	0;	55;	0
6891.157623313713;	172;	403;	0;	1243;	701;	37;	91;	147;	121;	0;	37;	0
6943.572584298868;	170;	406;	0;	1306;	753;	44;	92;	189;	130;	0;	42;	0
6933.277551658478;	171;	407;	0;	1539;	924;	41;	102;	187;	161;	0;	46;	0
6918.630003861411;	168;	404;	0;	1307;	730;	42;	102;	178;	119;	0;	40;	0
6987.363070670612;	172;	408;	0;	1645;	948;	36;	93;	193;	161;	0;	35;	0
6920.470835296796;	172;	405;	0;	1437;	855;	38;	90;	175;	146;	0;	44;	0
6946.210710636291;	170;	405;	0;	1383;	796;	48;	103;	180;	146;	0;	42;	0
7027.923515311749;	172;	408;	0;	1376;	790;	36;	84;	165;	136;	0;	34;	0
6953.697659905643;	172;	404;	0;	1436;	850;	32;	82;	171;	177;	0;	65;	0
6940.637545366394;	172;	407;	0;	1323;	777;	38;	94;	164;	148;	0;	41;	0
6996.790555137757;	172;	408;	0;	1363;	798;	37;	93;	164;	145;	0;	48;	0
6940.565104745959;	172;	406;	0;	1285;	742;	35;	98;	168;	154;	0;	49;	0
6933.347996464862;	170;	407;	0;	1592;	952;	36;	97;	200;	160;	0;	46;	0
6988.609527308059;	172;	408;	0;	1676;	968;	35;	99;	191;	162;	0;	43;	0
6980.707668359893;	170;	406;	0;	1177;	643;	32;	78;	132;	116;	0;	41;	0
6998.707997890043;	172;	405;	0;	1162;	655;	45;	88;	150;	138;	0;	50;	0
6915.6220837983965;	172;	408;	0;	1674;	1010;	30;	98;	193;	166;	0;	40;	0
6894.153901921464;	172;	408;	0;	1631;	950;	30;	81;	173;	142;	0;	39;	0
6876.298206337743;	172;	406;	0;	1274;	710;	33;	91;	155;	141;	0;	57;	0
6887.2793203032925;	172;	405;	0;	1281;	749;	40;	99;	170;	143;	0;	40;	0
6923.291416095672;	171;	408;	0;	1632;	981;	42;	109;	201;	167;	0;	46;	0
6910.903340511174;	172;	408;	0;	1585;	926;	39;	90;	178;	164;	0;	34;	0
6885.240505811811;	172;	407;	0;	1284;	733;	45;	91;	163;	137;	0;	45;	0
6940.386930812291;	172;	407;	0;	1330;	799;	39;	94;	198;	152;	0;	54;	0
6958.135814830058;	170;	406;	0;	1390;	821;	46;	104;	175;	145;	0;	43;	0
6939.847861458044;	172;	407;	0;	1543;	875;	42;	88;	173;	168;	0;	49;	0
7023.616306014773;	170;	406;	0;	1348;	765;	45;	87;	158;	158;	0;	53;	0
6962.145222245264;	169;	406;	0;	1409;	806;	35;	102;	180;	141;	0;	43;	0
6945.32205455704;	172;	406;	0;	1262;	736;	38;	87;	160;	127;	0;	40;	0
6938.50928799102;	172;	408;	0;	1195;	700;	38;	79;	143;	128;	0;	43;	0
6976.973979482154;	172;	407;	0;	1297;	771;	45;	101;	191;	140;	0;	42;	0
6967.237767792086;	172;	407;	0;	1384;	773;	37;	88;	158;	140;	0;	39;	0
6924.616942185444;	172;	408;	0;	1504;	878;	27;	93;	185;	146;	0;	46;	0
6926.697095001545;	172;	408;	0;	1372;	802;	36;	98;	161;	151;	0;	46;	0
6886.12960990362;	172;	408;	0;	1396;	798;	40;	98;	173;	145;	0;	40;	0
6953.527942461432;	172;	408;	0;	1336;	764;	29;	82;	162;	142;	0;	36;	0
6905.067606221333;	172;	408;	0;	1367;	788;	37;	99;	181;	142;	0;	47;	0
6953.666670016062;	172;	408;	0;	1463;	838;	30;	99;	191;	141;	0;	42;	0
6943.442256392222;	172;	408;	0;	1593;	934;	31;	78;	161;	178;	0;	44;	0
6945.435592101224;	172;	407;	0;	1395;	819;	47;	103;	179;	136;	0;	47;	0
6959.117763794219;	170;	407;	0;	1405;	804;	43;	83;	161;	173;	0;	47;	0
6924.355593558521;	172;	407;	0;	1288;	713;	33;	90;	179;	117;	0;	45;	0
6966.561876730289;	172;	408;	0;	1662;	998;	37;	92;	182;	181;	0;	59;	0
6913.705217127728;	172;	407;	0;	1438;	855;	46;	105;	186;	167;	0;	51;	0
6914.193793016011;	172;	408;	0;	1607;	956;	37;	91;	190;	138;	0;	35;	0
6911.47181212433;	172;	406;	0;	1172;	668;	35;	86;	151;	116;	0;	40;	0
7035.119594914871;	171;	408;	0;	1620;	951;	38;	95;	183;	158;	0;	40;	0
6947.158584279412;	172;	407;	0;	1275;	711;	43;	86;	151;	139;	0;	54;	0
6917.074921766623;	170;	406;	0;	1565;	953;	35;	85;	194;	152;	0;	36;	0
6950.188669122074;	172;	408;	0;	1524;	870;	34;	95;	176;	171;	0;	45;	0
6998.0375913588705;	171;	407;	0;	1530;	922;	37;	91;	208;	165;	0;	40;	0
6911.78489291964;	171;	408;	0;	1492;	859;	43;	101;	188;	136;	0;	34;	0
6977.535660486134;	170;	407;	0;	1380;	792;	32;	81;	163;	152;	0;	51;	0
6929.67746055906;	172;	408;	0;	1419;	852;	36;	94;	168;	179;	0;	57;	0
7030.687922913793;	172;	408;	0;	1589;	916;	35;	98;	194;	159;	0;	47;	0
7036.430298348324;	170;	407;	0;	1568;	948;	32;	89;	191;	171;	0;	46;	0
6981.258333311669;	171;	406;	0;	1413;	795;	38;	94;	171;	117;	0;	34;	0
6975.822261071468;	170;	406;	0;	1329;	745;	33;	69;	145;	175;	0;	47;	0
6957.313271041078;	170;	407;	0;	1622;	948;	36;	94;	181;	163;	0;	33;	0
6942.062722095384;	168;	406;	0;	1281;	716;	44;	100;	180;	134;	0;	50;	0
6988.945464063812;	172;	407;	0;	1400;	801;	46;	91;	166;	168;	0;	44;	0
6937.27984843385;	172;	407;	0;	1335;	783;	33;	84;	165;	161;	0;	46;	0
6933.330319167377;	170;	406;	0;	1473;	829;	32;	86;	155;	155;	0;	46;	0
7020.373058526527;	170;	407;	0;	1325;	772;	46;	81;	165;	135;	1;	38;	0
6879.301720867022;	172;	406;	0;	1227;	704;	51;	103;	177;	143;	0;	50;	0
6899.646335564164;	172;	408;	0;	1243;	692;	35;	91;	161;	127;	0;	34;	0
6948.630289288672;	172;	406;	0;	1411;	818;	29;	84;	177;	158;	0;	53;	0
6906.075892357064;	172;	408;	0;	1393;	794;	47;	98;	170;	132;	0;	42;	0
6941.105073305672;	170;	405;	0;	1253;	726;	41;	90;	165;	147;	0;	48;	0
6926.486272711349;	172;	406;	0;	1227;	708;	39;	80;	147;	145;	0;	38;	0
6967.734614916542;	172;	404;	0;	1248;	736;	44;	96;	163;	130;	0;	46;	0
6878.010056537308;	172;	408;	0;	1514;	896;	37;	100;	188;	162;	0;	45;	0
6976.840317513801;	172;	404;	0;	1161;	662;	30;	74;	137;	135;	0;	41;	0
6859.10603792399;	172;	407;	0;	1406;	809;	44;	101;	197;	153;	0;	47;	0
6929.745058438372;	170;	405;	0;	1318;	718;	35;	93;	170;	129;	0;	37;	0
6920.37548783001;	170;	407;	0;	1329;	748;	30;	73;	151;	125;	0;	40;	0
6875.002327926535;	171;	407;	0;	1480;	858;	47;	119;	217;	154;	0;	35;	0
6917.051123645353;	172;	405;	0;	1286;	717;	35;	79;	160;	108;	0;	38;	0
6904.988429442833;	170;	407;	0;	1494;	868;	38;	106;	188;	155;	0;	42;	0
6935.301928663063;	172;	408;	0;	1638;	968;	36;	96;	187;	159;	0;	39;	0
6898.35687562784;	172;	407;	0;	1550;	887;	38;	102;	186;	183;	0;	47;	0
6887.657480002926;	172;	408;	0;	1169;	674;	44;	90;	160;	120;	0;	38;	0
6982.362298283282;	171;	406;	0;	1551;	879;	33;	92;	192;	163;	0;	46;	0
6948.185884333795;	172;	404;	0;	1509;	898;	41;	107;	197;	131;	0;	30;	0
6955.7294409034175;	172;	404;	0;	1279;	734;	38;	98;	170;	137;	0;	41;	0
7020.118015150734;	172;	406;	0;	1320;	738;	42;	95;	167;	152;	0;	42;	0
6972.142831179013;	170;	406;	0;	1392;	833;	46;	106;	199;	144;	0;	45;	0
6939.18130005737;	170;	407;	0;	1509;	860;	42;	92;	169;	166;	0;	44;	0
6896.957327916996;	172;	405;	0;	1309;	771;	37;	85;	163;	129;	0;	40;	0
6897.257527385799;	172;	408;	0;	1402;	812;	30;	87;	174;	147;	0;	39;	0
6931.311518279735;	172;	408;	0;	1541;	916;	40;	97;	208;	163;	0;	51;	0
6965.951451409624;	170;	405;	0;	1300;	755;	46;	101;	191;	147;	0;	51;	0
7036.946772316063;	170;	407;	0;	1299;	750;	38;	81;	165;	143;	0;	44;	0
6920.637051295406;	170;	407;	0;	1465;	849;	39;	89;	171;	153;	0;	46;	0
6979.080221269965;	172;	408;	0;	1491;	898;	29;	83;	173;	171;	0;	38;	0
6900.4231392128795;	172;	408;	0;	1380;	784;	36;	77;	156;	140;	0;	41;	0
6915.130099973692;	172;	408;	0;	1284;	736;	33;	92;	166;	153;	0;	47;	0
6942.0279853999855;	172;	407;	0;	1208;	677;	40;	86;	158;	125;	0;	49;	0
6987.6198392341985;	170;	406;	0;	1308;	725;	38;	96;	176;	132;	0;	37;	0
7047.255414435235;	172;	406;	0;	1286;	750;	41;	86;	170;	131;	0;	48;	0
6946.7945832780215;	172;	406;	0;	1525;	896;	25;	91;	186;	136;	0;	45;	0
7009.465298160651;	172;	407;	0;	1324;	769;	45;	99;	177;	131;	0;	40;	0
6962.379839170498;	170;	407;	0;	1468;	832;	35;	83;	170;	116;	0;	35;	0
6919.194282083105;	172;	407;	0;	1216;	693;	39;	90;	165;	128;	0;	48;	0
6957.8650108073325;	172;	408;	0;	1574;	922;	34;	96;	188;	165;	0;	39;	0
6934.832860244715;	171;	406;	0;	1330;	761;	35;	88;	159;	137;	1;	43;	0
6910.378270232519;	170;	407;	0;	1301;	766;	35;	101;	179;	145;	0;	45;	0
6889.00420568011;	172;	407;	0;	1386;	801;	28;	89;	185;	137;	0;	54;	0
7038.947583349173;	172;	408;	0;	1504;	858;	33;	84;	172;	169;	0;	44;	0
6941.531892134895;	172;	408;	0;	1308;	756;	37;	93;	171;	149;	0;	45;	0
6942.381065390313;	172;	408;	0;	1213;	696;	36;	70;	149;	140;	0;	40;	0
6891.978582416947;	172;	408;	0;	1657;	962;	29;	91;	189;	165;	0;	40;	0
6898.248567267576;	172;	406;	0;	1308;	766;	36;	92;	160;	158;	0;	50;	0
6887.280686061187;	172;	408;	0;	1500;	870;	34;	98;	183;	157;	0;	51;	0
6952.972170159738;	172;	406;	0;	1585;	914;	31;	89;	182;	164;	0;	46;	0
6879.73562829569;	172;	406;	0;	1361;	772;	51;	110;	179;	120;	0;	35;	0
6893.516697008606;	172;	408;	0;	1365;	812;	26;	92;	185;	119;	0;	41;	0
6878.0686677645335;	172;	407;	0;	1460;	863;	41;	86;	179;	155;	0;	43;	0
6973.801659668401;	172;	408;	0;	1653;	948;	38;	96;	196;	146;	0;	36;	0
6913.526696147162;	171;	407;	0;	1422;	836;	31;	78;	173;	155;	0;	50;	0
6918.8528564419985;	172;	408;	0;	1666;	978;	32;	85;	190;	175;	0;	51;	0
6905.0305442392355;	172;	407;	0;	1331;	763;	38;	99;	183;	139;	0;	50;	0
6949.085403115984;	171;	408;	0;	1585;	937;	26;	78;	190;	159;	0;	45;	0
6891.919425609305;	172;	408;	0;	1532;	898;	37;	83;	174;	163;	0;	36;	0
6933.858364712147;	172;	407;	0;	1557;	909;	29;	80;	159;	177;	0;	52;	0
6948.199876974393;	172;	406;	0;	1354;	762;	29;	76;	156;	144;	0;	52;	0
6873.280242502062;	172;	407;	0;	1136;	639;	58;	112;	184;	126;	0;	46;	0
6872.294696662026;	170;	406;	0;	1371;	807;	42;	100;	156;	131;	0;	47;	0
6905.811300097547;	172;	407;	0;	1302;	733;	48;	101;	170;	134;	0;	42;	0
6952.871367983628;	171;	407;	0;	1344;	804;	40;	108;	189;	149;	0;	35;	0
6912.889322317682;	172;	406;	0;	1211;	678;	40;	82;	143;	126;	0;	38;	0
6879.335231232018;	172;	406;	0;	1380;	820;	34;	97;	167;	137;	0;	40;	0
6875.669385070609;	171;	407;	0;	1253;	708;	34;	91;	167;	131;	0;	40;	0
6972.9644917870555;	172;	406;	0;	1060;	574;	29;	77;	134;	121;	0;	40;	0
7008.750496966391;	172;	406;	0;	1231;	696;	36;	88;	151;	120;	0;	40;	0
6901.036226075072;	172;	408;	0;	1319;	796;	32;	95;	164;	161;	0;	45;	0
6938.640416895664;	172;	407;	0;	1323;	749;	33;	86;	155;	125;	0;	36;	0
6932.417365843454;	172;	408;	0;	1565;	894;	33;	96;	180;	154;	0;	44;	0
6936.474929280536;	170;	406;	0;	1246;	705;	39;	83;	174;	145;	0;	47;	0
6875.894660522443;	172;	407;	0;	1558;	891;	37;	89;	172;	164;	0;	46;	0
6869.032947399534;	170;	406;	0;	1336;	793;	39;	93;	173;	149;	0;	46;	0
6901.8191145567835;	172;	407;	0;	1499;	883;	37;	88;	183;	166;	0;	37;	0
6930.663495339932;	172;	407;	0;	1236;	711;	36;	92;	160;	140;	0;	56;	0
6962.152963151256;	172;	406;	0;	1318;	770;	33;	77;	146;	149;	0;	41;	0
6933.773512122192;	172;	407;	0;	1290;	777;	50;	105;	164;	147;	0;	54;	0
6977.921267851033;	172;	408;	0;	1593;	912;	35;	87;	193;	141;	0;	39;	0
6891.315278252601;	170;	407;	0;	1317;	760;	28;	88;	157;	161;	0;	42;	0
6908.806641300455;	172;	408;	0;	1499;	870;	42;	90;	182;	156;	0;	44;	0
6914.815122190112;	172;	407;	0;	1393;	797;	44;	91;	175;	148;	0;	45;	0
6895.049424328864;	172;	407;	0;	1316;	747;	36;	90;	161;	114;	0;	38;	0
6894.812307392021;	172;	407;	0;	1349;	791;	40;	114;	195;	135;	0;	42;	0
6972.659936385322;	170;	407;	0;	1249;	722;	34;	82;	154;	142;	0;	46;	0
6918.204193665314;	170;	407;	0;	1541;	896;	38;	105;	196;	157;	0;	52;	0
7026.616945241763;	172;	406;	0;	1291;	706;	42;	102;	167;	114;	0;	39;	0
6902.853130926008;	172;	408;	0;	1141;	662;	45;	105;	168;	124;	0;	51;	0
6931.948884422751;	170;	404;	0;	1220;	701;	45;	96;	154;	112;	0;	40;	0
6955.592386476994;	172;	407;	0;	1394;	805;	32;	81;	159;	169;	0;	49;	0
6872.896814246481;	172;	408;	0;	1585;	934;	39;	98;	188;	149;	0;	51;	0
6911.329180563002;	172;	408;	0;	1434;	868;	41;	100;	180;	163;	0;	39;	0
7033.945212931752;	172;	408;	0;	1653;	962;	39;	92;	191;	166;	0;	53;	0
6906.709509137397;	172;	407;	0;	1345;	783;	36;	84;	174;	128;	0;	40;	0
6917.480537598625;	170;	407;	0;	1351;	790;	49;	107;	188;	157;	0;	53;	0
6915.719796041301;	172;	408;	0;	1502;	878;	46;	109;	184;	159;	0;	49;	0
6942.749173646704;	172;	408;	0;	1595;	914;	48;	106;	213;	157;	0;	34;	0
6903.026355244748;	170;	407;	0;	1613;	988;	38;	98;	210;	133;	0;	39;	0
6992.086694013494;	169;	406;	0;	1337;	802;	43;	92;	158;	112;	0;	30;	0
6971.586937247514;	172;	406;	0;	1224;	674;	35;	86;	151;	136;	0;	52;	0
6912.803399820844;	172;	407;	0;	1229;	695;	38;	93;	157;	120;	0;	38;	0
6922.475220920613;	172;	408;	0;	1527;	876;	42;	99;	178;	153;	0;	44;	0
6946.581674576168;	172;	408;	0;	1434;	818;	40;	110;	201;	134;	0;	48;	0
6921.836261620938;	171;	408;	0;	1484;	871;	46;	104;	187;	165;	0;	42;	0
6908.622283737801;	172;	408;	0;	1566;	946;	39;	102;	212;	156;	0;	49;	0
6914.185041243147;	170;	408;	0;	1641;	966;	40;	98;	194;	176;	0;	46;	0
6882.188787864506;	172;	406;	0;	1405;	804;	32;	85;	159;	163;	0;	45;	0
6959.04217829299;	172;	408;	0;	1599;	962;	48;	96;	192;	172;	0;	45;	0
6941.200319621729;	168;	405;	0;	1267;	719;	39;	76;	165;	137;	0;	38;	0
6879.4537862776;	172;	407;	0;	1431;	853;	29;	92;	169;	175;	0;	48;	0
6913.5145934295915;	172;	407;	0;	1441;	857;	29;	78;	156;	157;	0;	51;	0
6913.498962328797;	172;	408;	0;	1513;	894;	37;	91;	190;	144;	0;	38;	0
6874.034666970344;	172;	404;	0;	1283;	748;	46;	109;	180;	112;	0;	33;	0
6976.0577332116245;	170;	407;	0;	1497;	876;	39;	92;	170;	165;	0;	48;	0
6982.5405669028705;	172;	408;	0;	1554;	936;	45;	92;	191;	156;	0;	38;	0
6917.605682634268;	171;	408;	0;	1598;	949;	42;	100;	198;	165;	0;	36;	0
6904.556521538886;	170;	404;	0;	1288;	749;	36;	87;	159;	141;	0;	49;	0
6903.2690526774695;	172;	408;	0;	1478;	866;	27;	93;	201;	154;	0;	47;	0
7003.684916685595;	170;	407;	0;	1637;	996;	46;	109;	205;	157;	0;	34;	0
6908.10381124418;	172;	408;	0;	1376;	776;	38;	86;	146;	130;	0;	42;	0
6906.248155531725;	172;	408;	0;	1485;	848;	29;	90;	178;	155;	1;	41;	0
6873.179695449076;	172;	408;	0;	1158;	646;	36;	90;	155;	128;	0;	41;	0
6934.701582702066;	172;	408;	0;	1221;	686;	39;	81;	142;	142;	0;	41;	0
7102.344121174262;	172;	407;	0;	1258;	723;	45;	96;	170;	145;	0;	51;	0
6888.22905548214;	170;	406;	0;	1545;	939;	47;	108;	217;	150;	0;	44;	0
6892.105462585983;	172;	405;	0;	1433;	823;	32;	87;	170;	147;	0;	47;	0
6985.797219384145;	172;	407;	0;	1307;	755;	42;	93;	172;	142;	0;	28;	0
6870.721036915672;	172;	406;	0;	1335;	798;	38;	98;	163;	169;	0;	53;	0
6974.850974002116;	170;	407;	0;	1618;	944;	27;	93;	188;	158;	0;	39;	0
